,WSM,TOPSIS,VIKOR,Average
1789,0.6986,0.1646,0.3378,0.40347336962927305
1790,0.5829,0.1432,0.5061,0.4496386982900827
1791,0.7029,0.1932,0.3666,0.4209623902440692
1792,0.6679,0.1937,0.2692,0.36974086736524003
1793,0.5305,0.1195,0.6303,0.5091258881651963
1794,0.6194,0.1346,0.5733,0.4964905487519375
1795,0.6828,0.1951,0.2651,0.3739002219844219
1796,0.6512,0.1609,0.3783,0.4051350095955668
1797,0.6891,0.1612,0.3373,0.3995660633737555
1798,0.6194,0.1325,0.5744,0.4969565645003595
1799,0.5361,0.131,0.4608,0.41084943957610554
1800,0.5993,0.1427,0.518,0.4605465068806841
1801,0.5739,0.1279,0.5515,0.47207614851843555
1802,0.6309,0.1437,0.4412,0.42793759942309345
1803,0.6285,0.1501,0.5205,0.47034197984020093
1804,0.6806,0.2003,0.2317,0.36265926708137486
1805,0.5467,0.1388,0.498,0.4353823721741614
1806,0.5196,0.1148,0.6235,0.5023212806561156
1807,0.6298,0.1649,0.3754,0.3974289760447771
1808,0.6515,0.133,0.5416,0.4866851446263796
1809,0.5528,0.1102,0.5519,0.46589439253976855
1810,0.652,0.1385,0.462,0.44440688000974965
1811,0.5766,0.131,0.5705,0.48412491879679154
1812,0.7089,0.1972,0.1935,0.3617945812197856
1813,0.6527,0.145,0.4438,0.4358786276017671
1814,0.5604,0.1101,0.5745,0.48111470565760095
1815,0.6196,0.1213,0.5778,0.4981178163848388
1816,0.6337,0.145,0.5298,0.47641017831276444
1817,0.622,0.1328,0.5501,0.4837070983560196
1818,0.6484,0.1399,0.4845,0.4553309126338777
1819,0.6353,0.1608,0.3852,0.40332087721812765
1820,0.6719,0.2101,0.243,0.3647698246840054
1821,0.6268,0.1363,0.5216,0.46923579893269013
1822,0.6542,0.1523,0.4186,0.4244609463778735
1823,0.6234,0.218,0.5222,0.4778379767243286
1824,0.6995,0.1671,0.3331,0.4021375113067668
1825,0.5609,0.1416,0.5265,0.4555634478313641
1826,0.5573,0.1215,0.5267,0.4530472138751104
1827,0.6304,0.1385,0.4606,0.43739191464863636
1828,0.6657,0.1454,0.4097,0.42296653650141164
1829,0.55,0.2071,0.6017,0.5043694756822621
1830,0.6134,0.1278,0.5579,0.4855697364951814
1831,0.6465,0.1847,0.3254,0.3831047598242549
1832,0.59,0.2,0.4192,0.4116847337465892
1833,0.6092,0.1414,0.5416,0.47632803402697177
1834,0.5176,0.1997,0.4533,0.41022728334424563
1835,0.635,0.1762,0.434,0.4291117942914177
1836,0.7364,0.2181,0.2751,0.4007084725832485
1837,0.632,0.1277,0.5736,0.49928495571166576
1838,0.6511,0.1485,0.534,0.4837147062060446
1839,0.4317,0.0806,0.7005,0.5334529135734475
1840,0.6273,0.1658,0.531,0.4774185270807994
1841,0.5211,0.1037,0.5827,0.47676492530386505
1842,0.6735,0.1626,0.4115,0.42815675050149565
1843,0.7029,0.2357,0.3098,0.40431182149425215
1844,0.6111,0.1306,0.5884,0.5029043944926312
1845,0.6601,0.1567,0.3684,0.40295427656249044
1846,0.6725,0.1592,0.344,0.3965131044492729
1847,0.6903,0.2415,0.2221,0.3707609715166903
1848,0.6164,0.1327,0.4816,0.4441191945863182
1849,0.3183,0.0722,0.9588,0.6938843923882422
1850,0.3603,0.1508,0.8911,0.6556027875169538
1851,0.5505,0.1277,0.5755,0.4807310703501491
1852,0.5285,0.1191,0.6188,0.501572141371508
1853,0.6271,0.1578,0.3774,0.39665667018216144
1854,0.7226,0.1938,0.3134,0.4059648556217644
1855,0.6845,0.2097,0.2521,0.37239425613185817
1856,0.6255,0.1361,0.555,0.48766742048244316
1857,0.6326,0.1321,0.5398,0.4805868235813379
1858,0.6131,0.1477,0.5271,0.4697234441668843
1859,0.6267,0.2027,0.2333,0.3436440163890534
1860,0.6446,0.1372,0.5326,0.4801878424116962
1861,0.4791,0.0993,0.6979,0.540738119610593
1862,0.4813,0.0893,0.6545,0.5127449755970311
1863,0.7114,0.1962,0.3622,0.4223277684453155
1864,0.5615,0.1681,0.5952,0.498663466678681
1865,0.4854,0.1802,0.6568,0.5220702673012514
1866,0.481,0.093,0.6828,0.5310130130232215
1867,0.6851,0.1654,0.3384,0.3991701767417
1868,0.6015,0.1294,0.5011,0.45048236702450406
1869,0.6702,0.1902,0.2464,0.36199848065979506
1870,0.6661,0.1457,0.4135,0.42496766229914484
1871,0.6417,0.1429,0.4466,0.43382909192445823
1872,0.7035,0.1761,0.2755,0.38240807784355185
1873,0.6075,0.141,0.4695,0.43587919771422906
1874,0.5794,0.1344,0.5461,0.47082107535665824
1875,0.6698,0.1665,0.3171,0.385122432480893
1876,0.514,0.1059,0.5872,0.4781271410409579
1877,0.6285,0.257,0.5398,0.4944786850815715
1878,0.4758,0.1243,0.5895,0.4729348792381463
1879,0.6299,0.1301,0.5732,0.49871006105752475
1880,0.6397,0.1437,0.4436,0.43177378915353354
1881,0.5456,0.1278,0.5627,0.47196543199687835
1882,0.4371,0.0963,0.6516,0.5032739502497621
1883,0.5656,0.1302,0.489,0.43431185109319775
1884,0.6031,0.1286,0.5474,0.47700177148518014
1885,0.6273,0.1463,0.5659,0.49522072856454624
1886,0.6414,0.1469,0.5081,0.46672848638153636
1887,0.7055,0.2231,0.154,0.3554379453575547
1888,0.4629,0.0921,0.6356,0.4973868564809489
1889,0.6054,0.1437,0.5646,0.48875691197158533
1890,0.6124,0.1471,0.3858,0.39486592028180906
1891,0.6554,0.135,0.4801,0.45456059772047996
1892,0.6369,0.1419,0.5456,0.4858072508721952
1893,0.4029,0.0898,0.7214,0.5432254357078652
1894,0.6118,0.1343,0.4813,0.4428268736199284
1895,0.6211,0.1511,0.414,0.4119470900491955
1896,0.6231,0.1282,0.5756,0.4982358618164694
1897,0.5876,0.1379,0.5849,0.49579600643813176
1898,0.5021,0.0989,0.617,0.493659543612802
1899,0.5417,0.1021,0.6444,0.5190768546178879
1900,0.604,0.1259,0.5857,0.4992401105680512
1901,0.6961,0.1649,0.3384,0.4028969160964129
1902,0.4713,0.1007,0.6712,0.5222275414031704
1903,0.5332,0.1211,0.5997,0.49099903869559663
1904,0.5775,0.1267,0.5874,0.49400050303618115
1905,0.6065,0.1465,0.4797,0.44165956346489316
1906,0.4923,0.1324,0.5421,0.4479586934082204
1907,0.4275,0.0887,0.7146,0.5424372194088455
1908,0.6221,0.1244,0.5823,0.5015784435160666
1909,0.6203,0.1311,0.481,0.4447370919993069
1910,0.6036,0.1431,0.5422,0.4753948832286692
1911,0.6202,0.1418,0.5215,0.467913352021504
1912,0.5585,0.1077,0.5274,0.45270257012745135
1913,0.6268,0.1529,0.4634,0.43927093120305605
1914,0.6957,0.1651,0.3401,0.4034985824014751
1915,0.5932,0.1376,0.4525,0.4224162650751034
1916,0.6747,0.1865,0.2657,0.3698336626106391
1917,0.6525,0.1362,0.5515,0.49273979644433025
1918,0.6045,0.1549,0.4145,0.40766086150132197
1919,0.6895,0.1912,0.3778,0.421207433457673
1920,0.6601,0.1626,0.38,0.4089963691770381
1921,0.5451,0.1184,0.5325,0.4532223460951589
1922,0.5959,0.1463,0.4615,0.42887246822336356
1923,0.64,0.1577,0.5057,0.46609766358564814
1924,0.6712,0.1506,0.3936,0.4175721207168889
1925,0.6355,0.1439,0.4484,0.4330305912981206
1926,0.6389,0.1335,0.5423,0.48376643331260594
1927,0.5613,0.1116,0.6226,0.5104539998863757
1928,0.6758,0.1592,0.3567,0.4031897382126683
1929,0.6648,0.1479,0.4,0.41827518573302913
1930,0.6772,0.1774,0.4216,0.43592943924447225
1931,0.6046,0.1289,0.594,0.5044906292489485
1932,0.6166,0.1366,0.4404,0.4226263834641657
1933,0.5119,0.1026,0.6471,0.5147189087259181
1934,0.6901,0.237,0.3171,0.4029572024421452
1935,0.5323,0.1098,0.5517,0.4609467593985231
1936,0.4216,0.1766,0.6072,0.47880215120652914
1937,0.6363,0.144,0.5422,0.4839284637216538
1938,0.686,0.1541,0.3829,0.4177911535683828
1939,0.3403,0.0607,0.8092,0.5930164289461127
1940,0.5133,0.119,0.5506,0.4566441262077067
1941,0.3614,0.0551,0.7869,0.5802056531954856
1942,0.5934,0.1989,0.4284,0.41720061720951473
1943,0.626,0.1571,0.459,0.43717253230275116
1944,0.6403,0.1901,0.3803,0.4063893035009657
1945,0.4356,0.0884,0.6823,0.5225518969442174
1946,0.6523,0.1558,0.5177,0.47580226460158853
1947,0.6993,0.1663,0.4085,0.4353583925916669
1948,0.5416,0.1237,0.5201,0.44554306638079333
1949,0.658,0.1501,0.397,0.4149172242749149
1950,0.5448,0.1237,0.5455,0.4612342571839173
1951,0.6759,0.2365,0.1311,0.3416744678784178
1952,0.5281,0.1071,0.5901,0.48304042273913267
1953,0.6609,0.158,0.4237,0.4296601063631577
1954,0.6361,0.1394,0.5578,0.4922649388286759
1955,0.6538,0.141,0.5482,0.4916470359922859
1956,0.5887,0.1718,0.5213,0.4626499270506805
1957,0.6415,0.1749,0.3425,0.3874720351199554
1958,0.7184,0.1962,0.3404,0.415576856910969
1959,0.6283,0.1307,0.5453,0.4824447844054281
1960,0.646,0.1292,0.5299,0.47840150187891345
1961,0.6505,0.1939,0.2562,0.3587874482196945
1962,0.5944,0.1477,0.5714,0.4903629665869967
1963,0.373,0.0842,0.7435,0.5534878652689686
1964,0.6481,0.1393,0.5081,0.46787912327865194
1965,0.3773,0.103,0.6892,0.518798687353775
1966,0.3935,0.1055,0.778,0.5804735351417841
1967,0.4307,0.09,0.7259,0.5504506362972069
1968,0.585,0.1323,0.5045,0.4482812866939685
1969,0.7013,0.1992,0.344,0.41162668766735716
1970,0.5069,0.115,0.607,0.489470654891588
1971,0.6135,0.1857,0.2883,0.35662338958626927
1972,0.6055,0.1449,0.4594,0.43028947581831467
1973,0.5057,0.1062,0.6236,0.49896744382775116
1974,0.6133,0.1277,0.5778,0.49703720685679054
1975,0.6875,0.1594,0.3529,0.4054910146969967
1976,0.5527,0.1245,0.6195,0.5075782284535064
1977,0.6025,0.1289,0.5815,0.49664568658149044
1978,0.5395,0.1234,0.5709,0.47512495514338116
1979,0.5664,0.1379,0.4767,0.42835517972822507
1980,0.6969,0.161,0.3523,0.408617017511508
1981,0.5418,0.129,0.5191,0.4454594852509036
1982,0.6428,0.1339,0.5371,0.4819287665205305
1983,0.5568,0.1197,0.575,0.4812651815787217
1984,0.5248,0.1195,0.6381,0.512789321261666
1985,0.573,0.1281,0.5967,0.4986122020167577
1986,0.5564,0.1313,0.5339,0.4578347999005755
1987,0.733,0.2172,0.2453,0.38948247328987734
1988,0.6266,0.128,0.5507,0.4848463230756731
1989,0.5158,0.1157,0.6607,0.5248696219062406
1990,0.5247,0.1102,0.6047,0.4914634014858075
1991,0.5194,0.1202,0.6716,0.5327409914770966
1992,0.5452,0.1161,0.6018,0.4945442255248766
1993,0.5458,0.1268,0.5513,0.4651546463274338
1994,0.6424,0.1559,0.3955,0.40992330990076664
1995,0.5741,0.1281,0.5987,0.5000618861701019
1996,0.6832,0.1624,0.3469,0.40178897570739797
1997,0.5157,0.1222,0.6211,0.5005514509019028
1998,0.5195,0.1169,0.6517,0.5200309394641822
1999,0.5378,0.1241,0.5829,0.4820292688208881
2000,0.704,0.1691,0.3294,0.4024348680221434
2001,0.608,0.1281,0.5769,0.4952398287698597
2002,0.6331,0.1359,0.5548,0.4894949284721957
2003,0.6027,0.1295,0.5769,0.49405195880595393
2004,0.6308,0.1812,0.3451,0.3859776742248184
2005,0.6438,0.1314,0.5396,0.4833834461377427
2006,0.6809,0.1585,0.3605,0.40649939975355437
2007,0.534,0.1215,0.608,0.49627802187886577
2008,0.6347,0.1329,0.5197,0.4700123253703035
2009,0.6164,0.1329,0.5008,0.4546304378283531
2010,0.5451,0.1273,0.5512,0.46497215938161285
2011,0.6182,0.1257,0.5691,0.4930636875698717
2012,0.6274,0.128,0.5526,0.4861324222884131
2013,0.2999,0.1141,0.9105,0.6606048516321993
2014,0.5998,0.1254,0.5757,0.4923259093324258
2015,0.6102,0.1302,0.5772,0.49611928001237765
2016,0.5441,0.1268,0.5492,0.46351133103733294
2017,0.6132,0.1319,0.5607,0.48745705041572635
2018,0.6406,0.1356,0.5463,0.48663304963802034
2019,0.5755,0.1288,0.5945,0.4979277126250356
2020,0.617,0.1313,0.5557,0.48550072296547614
2021,0.5971,0.1253,0.5708,0.48879651083042724
2022,0.5343,0.1216,0.602,0.4926796788989779
2023,0.533,0.1225,0.5919,0.4863049249185124
2024,0.6201,0.1367,0.563,0.4909127916443001
2025,0.6615,0.1484,0.4004,0.41747251166993016
2026,0.5796,0.1209,0.5994,0.5012109885068363
2027,0.5397,0.1257,0.5726,0.4763724855614564
2028,0.6275,0.1437,0.442,0.4273501573651284
2029,0.6463,0.1337,0.5311,0.4795175179281775
2030,0.5228,0.1171,0.6587,0.525090978783677
2031,0.4959,0.111,0.5886,0.4755046182741026
2032,0.6284,0.1407,0.4644,0.439032958899443
2033,0.5959,0.1246,0.5845,0.4964846775077757
2034,0.6196,0.1306,0.5676,0.4929326728874847
2035,0.618,0.1282,0.5258,0.46855969950476967
2036,0.5935,0.1222,0.5849,0.49596603411927315
2037,0.6331,0.1334,0.5157,0.4674131309666001
2038,0.6214,0.1243,0.5604,0.4887604924704942
2039,0.5232,0.1172,0.657,0.5241115339314715
2040,0.5378,0.124,0.5777,0.4788812096960999
2041,0.628,0.1295,0.5388,0.4786027528128103
2042,0.6114,0.1266,0.5813,0.4985229232442577
2043,0.6233,0.1268,0.5617,0.4901810838863531
2044,0.6375,0.1287,0.529,0.47557423920982095
2045,0.6195,0.1276,0.5262,0.46913089644575745
2046,0.6377,0.1533,0.4018,0.4112227437776272
2047,0.6463,0.1367,0.4335,0.42791112394982206
2048,0.613,0.1235,0.5555,0.48375572348035323
2049,0.5206,0.1159,0.6542,0.5217504528028701
2050,0.5303,0.1222,0.6131,0.49866749944226363
2051,0.636,0.1278,0.5517,0.4878375723537497
2052,0.6152,0.1305,0.5654,0.4905526098187635
2053,0.6165,0.1291,0.5816,0.5001437523352661
2054,0.5384,0.1241,0.5763,0.4781798824710216
2055,0.5249,0.1187,0.6301,0.5077833337162613
2056,0.6692,0.1453,0.4133,0.4258025363945124
2057,0.6582,0.1471,0.4028,0.41744567430984364
2058,0.5886,0.1242,0.5907,0.498378299086146
2059,0.6297,0.1272,0.5412,0.4802156702982526
2060,0.5865,0.1232,0.5944,0.500005601968618
2061,0.6174,0.1306,0.564,0.49030751574904496
2062,0.5856,0.1233,0.5991,0.5025999840827693
2063,0.6206,0.131,0.5578,0.48759367510253865
2064,0.2561,0.0467,0.8606,0.6197482464678703
2065,0.5409,0.125,0.5647,0.47185284464544663
2066,0.6771,0.1529,0.3887,0.41743292874424753
2067,0.6222,0.1291,0.5642,0.49151544329756314
2068,0.5954,0.1283,0.5542,0.47896484108961485
2069,0.5857,0.1236,0.595,0.500204444202568
2070,0.5395,0.1241,0.576,0.4782471045390656
2071,0.6012,0.1246,0.5727,0.49085484717989697
2072,0.5297,0.1192,0.6233,0.5046092101815027
2073,0.5278,0.3423,0.6128,0.5278515653097943
2074,0.6694,0.1533,0.4273,0.4335460575302237
2075,0.5635,0.106,0.6355,0.5184663682438814
2076,0.5895,0.1299,0.6034,0.5065669087099947
2077,0.5284,0.1187,0.6324,0.5099344065661778
2078,0.6105,0.1329,0.4964,0.45060764862571967
2079,0.6951,0.1628,0.3421,0.403856606978269
2080,0.4689,0.0946,0.6391,0.5008818173980765
2081,0.6473,0.1349,0.5541,0.4927192567781373
2082,0.5221,0.1178,0.6592,0.5253123394705287
2083,0.596,0.1947,0.4205,0.4133107208868408
2084,0.6553,0.1635,0.3749,0.4051892125908586
2085,0.5974,0.1279,0.5212,0.4605535745165811
2086,0.623,0.1428,0.5399,0.479050474376135
2087,0.6819,0.165,0.3307,0.3947736908660454
2088,0.5082,0.1025,0.654,0.5183274283693657
2089,0.6114,0.1502,0.5646,0.4908325417084731
2090,0.4422,0.0858,0.6804,0.5222918149846884
2091,0.6519,0.1532,0.38,0.40526015594923714
2092,0.4846,0.0917,0.6225,0.4931969424073917
2093,0.5567,0.1721,0.6051,0.5039260918031532
2094,0.683,0.1981,0.3585,0.41149970595372243
2095,0.6188,0.1418,0.462,0.43512855571658365
2096,0.5962,0.1392,0.4782,0.4373116737522565
2097,0.4943,0.1106,0.5699,0.46360458474868427
2098,0.4396,0.1084,0.7175,0.54733712189107
2099,0.5797,0.15,0.4409,0.41371103804467196
2100,0.6591,0.1624,0.4427,0.4390744071339162
2101,0.6165,0.1373,0.4752,0.44110923477070846
2102,0.5745,0.1395,0.4955,0.44114425078425307
2103,0.6125,0.1565,0.3507,0.37930748740303033
2104,0.4212,0.0762,0.6958,0.5284814471672586
2105,0.6623,0.1624,0.3641,0.4023987959723538
2106,0.6432,0.2371,0.1589,0.33500862078460014
2107,0.6452,0.1346,0.4321,0.4266696157450165
2108,0.5514,0.1233,0.5489,0.46477399238769806
2109,0.4204,0.0823,0.6463,0.49621675102720986
2110,0.443,0.0905,0.7204,0.5488123130907323
2111,0.5259,0.1045,0.5836,0.47841897642129544
2112,0.5916,0.1296,0.6043,0.507568916502971
2113,0.6163,0.1502,0.4716,0.4403821408731285
2114,0.541,0.1209,0.528,0.4497924443562831
2115,0.6206,0.1283,0.5806,0.5005150537196659
2116,0.6422,0.1336,0.5593,0.4942136187925218
2117,0.3309,0.1554,0.8203,0.6046401863918739
2118,0.6418,0.1848,0.4824,0.4571450973159398
2119,0.4838,0.1108,0.6276,0.49742975383464955
2120,0.6464,0.1559,0.3874,0.4073050638035329
2121,0.6291,0.1404,0.466,0.4400511447547887
2122,0.6883,0.224,0.1788,0.3546673060771179
2123,0.5909,0.1984,0.4261,0.4152372032946951
2124,0.6514,0.1605,0.496,0.4643279735273334
2125,0.5962,0.1942,0.4183,0.41218008806831025
2126,0.7163,0.2335,0.1347,0.3578349591641376
2127,0.5792,0.1166,0.5903,0.49537888630824795
2128,0.3492,0.1027,0.833,0.6119614489491965
2129,0.6499,0.1583,0.3702,0.4006440926807732
2130,0.6546,0.1419,0.4934,0.4620202322409701
2131,0.6055,0.1551,0.5002,0.45347863565993934
2132,0.6292,0.159,0.457,0.43724973184668736
2133,0.5108,0.1142,0.6489,0.516363655769846
2134,0.6833,0.1879,0.2493,0.3674873412785806
2135,0.5765,0.1333,0.4834,0.4343257959182254
2136,0.6064,0.1587,0.373,0.38815512234157107
2137,0.4356,0.2224,0.714,0.5546945105190784
2138,0.612,0.1802,0.4283,0.4199653045193138
2139,0.4296,0.0902,0.6856,0.5238088620861621
2140,0.541,0.1849,0.4849,0.4316904075839536
2141,0.6225,0.1359,0.4574,0.433185033213291
2142,0.5303,0.1004,0.6325,0.5092109494109489
2143,0.5371,0.1237,0.5872,0.4844457750873673
2144,0.6915,0.223,0.2328,0.37101357118035455
2145,0.6301,0.1422,0.3959,0.4047713663291908
2146,0.616,0.1358,0.5845,0.5022388047532768
2147,0.6184,0.1495,0.4403,0.4244064466993875
2148,0.5327,0.1078,0.595,0.4870858343249165
2149,0.6467,0.1375,0.4643,0.44396317189604817
2150,0.6297,0.1299,0.5395,0.4794754905102032
2151,0.6427,0.1333,0.5559,0.49239793866343506
2152,0.2997,0.065,0.8403,0.6101504429237105
2153,0.5663,0.1271,0.6152,0.5081544853683769
2154,0.5005,0.1019,0.6046,0.4857836071750466
2155,0.5171,0.1326,0.495,0.4257532266466104
2156,0.5287,0.1199,0.6261,0.5061799541665
2157,0.6805,0.1657,0.336,0.39661189719926454
2158,0.6733,0.2291,0.1372,0.34033004716010606
2159,0.7017,0.2039,0.3312,0.4071803789477091
2160,0.666,0.164,0.4857,0.4633921071835385
2161,0.632,0.1453,0.443,0.4293517520635033
2162,0.6237,0.1861,0.3172,0.37215349118340946
2163,0.543,0.1736,0.4821,0.42920984727752926
2164,0.6294,0.1349,0.5661,0.49489683773489607
2165,0.5553,0.1439,0.6027,0.49950718313153414
2166,0.6237,0.1493,0.4799,0.44681035126773866
2167,0.5982,0.1473,0.4287,0.41227379252142626
2168,0.3294,0.1009,0.7973,0.5853193658166455
2169,0.4721,0.1042,0.6142,0.486265147836034
2170,0.5971,0.1376,0.522,0.4617659688630162
2171,0.5231,0.1094,0.6027,0.48983760063923226
2172,0.6478,0.1381,0.5321,0.4808488910250288
2173,0.5948,0.1348,0.5162,0.4576460859660006
2174,0.6272,0.1254,0.557,0.48838306276937987
2175,0.6357,0.1491,0.418,0.4181556420760098
2176,0.6936,0.2487,0.139,0.35274948476220347
2177,0.656,0.1388,0.5419,0.4885433829252015
2178,0.6757,0.1833,0.2886,0.37820463376325786
2179,0.4401,0.1133,0.6412,0.4981539812146441
2180,0.5633,0.1374,0.5662,0.47897413917663656
2181,0.7434,0.2497,0.1958,0.3852305270873532
2182,0.5955,0.1129,0.4893,0.44097076773863364
2183,0.4205,0.0724,0.7271,0.548884125294219
2184,0.5339,0.139,0.579,0.4800277512811108
2185,0.6169,0.1466,0.4201,0.413282705904808
2186,0.6265,0.1292,0.5771,0.5000304460730366
2187,0.6214,0.1429,0.4487,0.42897501092721
2188,0.6287,0.1424,0.4659,0.44007666491192193
2189,0.7147,0.2181,0.2021,0.3699347320812146
2190,0.6237,0.1759,0.3264,0.374634569947836
2191,0.6364,0.152,0.4579,0.43905397959704223
2192,0.4626,0.1022,0.6159,0.48538604120843853
2193,0.6516,0.1517,0.3964,0.4127794314158592
2194,0.626,0.1435,0.5647,0.49395943153259053
2195,0.6303,0.1366,0.5426,0.48193450384881137
2196,0.7112,0.2324,0.2447,0.3838008090142594
2197,0.6908,0.1822,0.3045,0.3895639934593545
2198,0.549,0.1297,0.614,0.5038103085487632
2199,0.7385,0.271,0.0918,0.3678618898445448
2200,0.4481,0.0918,0.6504,0.5041795057318376
2201,0.3646,0.1893,0.7463,0.5619776009771208
2202,0.6113,0.1284,0.5298,0.4690709178791625
2203,0.524,0.1207,0.5897,0.48286519029642216
2204,0.5477,0.1241,0.51,0.4412089085682654
2205,0.5346,0.1222,0.6,0.4915681885557689
2206,0.5958,0.1301,0.4915,0.4436884672830701
2207,0.5755,0.1258,0.5829,0.49078910643982304
2208,0.6848,0.17,0.4183,0.43582984409055786
2209,0.4326,0.0828,0.7332,0.5552264619054103
2210,0.6908,0.1637,0.3411,0.4020632288583476
2211,0.5611,0.1785,0.3827,0.38177868196115927
2212,0.6682,0.1477,0.5106,0.475603842499196
2213,0.7156,0.1983,0.3611,0.4235683463149719
2214,0.6446,0.1338,0.5464,0.4875951640449277
2215,0.3768,0.3713,0.7509,0.5930262726051857
2216,0.6732,0.1758,0.369,0.40986807633676475
2217,0.6356,0.1381,0.5459,0.4853064598787039
2218,0.669,0.166,0.3613,0.4037918337460529
2219,0.6443,0.1323,0.5379,0.4826424038561055
2220,0.6797,0.1592,0.3831,0.4163947826282169
2221,0.6106,0.1337,0.4349,0.41772979783587383
2222,0.4855,0.124,0.5261,0.4360567107613412
2223,0.6101,0.1503,0.4242,0.41375626762624396
2224,0.6393,0.1781,0.3107,0.3735291501342298
2225,0.599,0.1416,0.4904,0.44499600897086705
2226,0.4848,0.0938,0.6247,0.49474315053368856
2227,0.4013,0.0685,0.745,0.5577889502311784
2228,0.6124,0.1503,0.5812,0.5006800365502904
2229,0.6327,0.1292,0.5485,0.48527906919627184
2230,0.4423,0.1191,0.7084,0.5424910884060677
2231,0.5879,0.136,0.5826,0.4943535799405118
2232,0.6087,0.1377,0.5163,0.46159979419406155
2233,0.6278,0.1563,0.5277,0.47475164033418565
2234,0.4845,0.0922,0.6296,0.49769105075337655
2235,0.7365,0.235,0.2872,0.4077939062811018
2236,0.7003,0.1647,0.3367,0.4036152747357315
2237,0.6274,0.1445,0.5557,0.48927647807757935
2238,0.6609,0.14,0.5021,0.4682840665664379
2239,0.5157,0.1085,0.6037,0.48882289021689646
2240,0.6369,0.1553,0.4545,0.43777719675652366
2241,0.5231,0.1075,0.5907,0.48234514820820995
2242,0.6088,0.15,0.4849,0.4454677238588673
2243,0.5798,0.134,0.5022,0.4457833868595823
2244,0.3337,0.0894,0.8283,0.6063903783867287
2245,0.3905,0.069,0.7373,0.5511188574164378
2246,0.6783,0.1808,0.2826,0.3765051792472449
2247,0.5411,0.114,0.5816,0.4812337498555146
2248,0.6719,0.1558,0.3657,0.4055123413658332
2249,0.5087,0.1,0.5949,0.48136072025041676
2250,0.6269,0.1301,0.5689,0.4954817151015767
2251,0.5372,0.1017,0.5608,0.4669774673364872
2252,0.6232,0.1333,0.5724,0.49681706391789726
2253,0.5514,0.1198,0.5926,0.49061327336304306
2254,0.5814,0.1274,0.6066,0.5064150471698091
2255,0.6277,0.1447,0.5476,0.4847842458248824
2256,0.6719,0.1845,0.4037,0.42660150257588175
2257,0.7341,0.2092,0.1582,0.3652719178913156
2258,0.5007,0.1063,0.6688,0.5264757591760517
2259,0.6521,0.1373,0.4613,0.4439607122257554
2260,0.6445,0.157,0.4377,0.43158011423141357
2261,0.6874,0.1881,0.2627,0.37366278915621237
2262,0.5949,0.1213,0.5085,0.4521962339515887
2263,0.7119,0.1707,0.3994,0.4357316249711512
2264,0.7382,0.205,0.3111,0.4122947404466858
2265,0.6141,0.1278,0.5884,0.5034192030504995
2266,0.7479,0.1986,0.2804,0.4037518421010609
2267,0.6288,0.1343,0.4536,0.43285715311173967
2268,0.7166,0.203,0.1858,0.3637672772529162
2269,0.5686,0.1198,0.5786,0.48616435903920396
2270,0.6406,0.1436,0.539,0.4832395472226999
2271,0.5282,0.1004,0.6341,0.5097690663427902
2272,0.5979,0.1239,0.6041,0.5084984267428956
2273,0.7115,0.2216,0.1347,0.35362474885109496
2274,0.4057,0.1373,0.7632,0.5742917420614718
2275,0.681,0.165,0.3335,0.39563976670703876
2276,0.4565,0.1394,0.6759,0.525289028059791
2277,0.6215,0.1257,0.5821,0.5014108116105994
2278,0.4411,0.0866,0.6557,0.5060977721745078
2279,0.687,0.1954,0.2081,0.357072755891569
2280,0.5429,0.1073,0.6266,0.508641179025057
2281,0.6452,0.1595,0.5045,0.46706402987170825
2282,0.6453,0.1306,0.5084,0.46651324311320463
2283,0.3315,0.1512,0.8142,0.600248033732723
2284,0.4871,0.2158,0.5525,0.4626578638691879
2285,0.4686,0.1022,0.7039,0.5429440569708817
2286,0.6553,0.1533,0.431,0.43106192710560737
2287,0.7152,0.166,0.3041,0.39598915767985365
2288,0.7272,0.1948,0.3094,0.4062170109682754
2289,0.6575,0.1608,0.4155,0.4248980665995081
2290,0.5486,0.1167,0.4853,0.42665689259638123
2291,0.6307,0.1641,0.3654,0.39292966418940684
2292,0.5655,0.1183,0.5928,0.4938242977011155
2293,0.6674,0.1517,0.4266,0.43241438343329885
2294,0.5958,0.1375,0.479,0.4374790314975107
2295,0.6769,0.1665,0.3742,0.41227201821127757
2296,0.5973,0.131,0.5045,0.4513999147097837
2297,0.683,0.1509,0.4075,0.42796865305767434
2298,0.552,0.1179,0.5891,0.4884980327493653
2299,0.3068,0.0908,0.9153,0.6634649086424993
2300,0.6738,0.1676,0.346,0.398856134464546
2301,0.5649,0.1291,0.5078,0.4446941252141746
2302,0.6367,0.15,0.3885,0.40409590817032537
2303,0.2989,0.0568,0.8516,0.6176142760655716
2304,0.6299,0.1492,0.4163,0.41555485678788545
2305,0.6506,0.2098,0.2477,0.3585227036046671
2306,0.6227,0.1267,0.5753,0.4978473360378662
2307,0.507,0.1006,0.5998,0.4840722342791415
2308,0.6771,0.1631,0.3929,0.42054556233540263
2309,0.6323,0.1659,0.3358,0.38026085914803276
2310,0.6425,0.213,0.2181,0.3463462934694119
2311,0.5504,0.1286,0.5846,0.4862386245456031
2312,0.5382,0.1113,0.6049,0.4945706825116103
2313,0.629,0.1552,0.4327,0.4242274826080932
