,WSM,TOPSIS,VIKOR,Average
2314,0.6921,0.1639,0.3399,0.40202667821924454
2315,0.5696,0.1286,0.5721,0.4832177821645226
2316,0.5977,0.1249,0.5956,0.5034865847269419
2317,0.5968,0.1345,0.5074,0.45319808362348574
2318,0.4098,0.089,0.7517,0.5643491410465687
2319,0.4722,0.0878,0.6643,0.5172566722624272
2320,0.5448,0.1127,0.6282,0.5103816366210681
2321,0.5747,0.1308,0.5124,0.44996165392175363
2322,0.5957,0.1471,0.4252,0.40970811683441183
2323,0.6326,0.147,0.4652,0.4412762989329928
2324,0.6202,0.1382,0.5766,0.498891932185719
2325,0.6108,0.1384,0.4572,0.4299739713052408
2326,0.6261,0.1283,0.5727,0.4973239929864635
2327,0.4936,0.121,0.6492,0.5136641042549109
2328,0.6531,0.1883,0.4405,0.43927794617986454
2329,0.6417,0.1341,0.5581,0.49344546405859285
2330,0.6244,0.1342,0.5572,0.48848120127595496
2331,0.5169,0.1012,0.657,0.5218563537986292
2332,0.5377,0.1146,0.6137,0.5000780449089922
2333,0.6419,0.1659,0.3691,0.39847380089536627
2334,0.6744,0.1671,0.3198,0.387912122780405
2335,0.7173,0.2192,0.1911,0.36820925436496027
2336,0.5349,0.1143,0.6355,0.5129064963519179
2337,0.4563,0.1149,0.6965,0.5368041225624111
2338,0.6212,0.1479,0.4699,0.4406168585063445
2339,0.5618,0.1209,0.531,0.45660638519407504
2340,0.6068,0.1466,0.4623,0.4323764112437217
2341,0.7031,0.1843,0.2969,0.3913242568510161
2342,0.6723,0.1516,0.389,0.41587585407186123
2343,0.6105,0.1514,0.4111,0.40733308606102697
2344,0.6533,0.1781,0.3044,0.3757735235484267
2345,0.6282,0.145,0.5553,0.4892990833835682
2346,0.6086,0.1505,0.3998,0.40099113082461063
2347,0.6271,0.1358,0.5781,0.5012815366637794
2348,0.4488,0.2836,0.6993,0.5558086190407631
2349,0.503,0.1158,0.6274,0.5014380041440816
2350,0.6452,0.152,0.3484,0.38843157441176174
2351,0.6786,0.1803,0.3205,0.3914232287435175
2352,0.6816,0.1631,0.3539,0.4043745788251284
2353,0.6016,0.1333,0.5823,0.4972442297302202
2354,0.6217,0.1297,0.5891,0.5058341724320333
2355,0.6714,0.1955,0.2205,0.3548686968443399
2356,0.6423,0.1587,0.3694,0.3978614645828369
2357,0.5796,0.1197,0.4832,0.43385110233811786
2358,0.6741,0.1933,0.2248,0.3568741360760121
2359,0.6357,0.1564,0.4547,0.43764966697119745
2360,0.5243,0.1179,0.6506,0.5203733284863858
2361,0.5668,0.1109,0.514,0.44725841635457236
2362,0.6077,0.1323,0.5836,0.49940497094041825
2363,0.6215,0.1308,0.5776,0.49919527441673567
2364,0.6116,0.1802,0.3597,0.38632184639235717
2365,0.6166,0.137,0.4773,0.4422414012731056
2366,0.6248,0.1396,0.5295,0.47339896598957626
2367,0.6332,0.1641,0.3569,0.3898152075022215
2368,0.6216,0.1408,0.4699,0.44003148637341855
2369,0.7055,0.1672,0.3316,0.4036236886011524
2370,0.6187,0.1387,0.4879,0.4487231329004557
2371,0.5637,0.1453,0.591,0.49449536398231275
2372,0.6278,0.1911,0.2717,0.35593928695776195
2373,0.4777,0.0991,0.5997,0.4779181373415326
2374,0.5599,0.1264,0.579,0.4848826559075917
2375,0.6288,0.1519,0.4621,0.43905372791948827
2376,0.5582,0.1164,0.6059,0.49993953734426727
2377,0.666,0.1484,0.4001,0.41875765425840283
2378,0.6653,0.1862,0.3224,0.38845441173965317
2379,0.5256,0.1314,0.5168,0.4404225016958148
2380,0.5469,0.1265,0.5781,0.4813734537757561
2381,0.4574,0.0798,0.6682,0.5167194441861076
2382,0.5961,0.1313,0.5521,0.4781695870713653
2383,0.6105,0.1678,0.3812,0.3945197358814892
2384,0.6263,0.155,0.4454,0.42994001674652244
2385,0.5996,0.1537,0.4722,0.4364373483101555
2386,0.6129,0.1572,0.4615,0.4347803571919965
2387,0.6476,0.1607,0.4198,0.4239581571334605
2388,0.524,0.117,0.6455,0.5170657840159218
2389,0.6546,0.1508,0.4667,0.4488060483104032
2390,0.6177,0.1541,0.4566,0.4332164366687857
2391,0.5386,0.232,0.6102,0.5102325077844413
2392,0.6492,0.153,0.3954,0.4116860551439653
2393,0.6418,0.1403,0.4187,0.419453835362129
2394,0.6256,0.1549,0.4818,0.4489308354301362
2395,0.6831,0.1639,0.326,0.3930929724632584
2396,0.6197,0.1266,0.5593,0.48787511824236335
2397,0.6385,0.1774,0.3058,0.37112598669454555
2398,0.6556,0.1973,0.4564,0.44921146356699315
2399,0.5294,0.1197,0.6165,0.5003872740188343
2400,0.5083,0.1144,0.533,0.4445722505960083
2401,0.6592,0.1489,0.3954,0.41440423622352124
2402,0.6015,0.128,0.5575,0.48236788346655085
2403,0.4954,0.1122,0.5903,0.4765374371442395
2404,0.5528,0.1323,0.527,0.4530265499945892
2405,0.7231,0.2105,0.2724,0.39366061144087044
2406,0.5432,0.1091,0.6034,0.49460071876211426
2407,0.568,0.1316,0.4868,0.4338288694865753
2408,0.6021,0.1325,0.5907,0.5022300289707894
2409,0.6995,0.1644,0.3338,0.4020938671504453
2410,0.6236,0.2029,0.3854,0.4054534436899014
2411,0.5035,0.173,0.6231,0.5037935638731403
2412,0.5833,0.1274,0.5823,0.492395827561526
2413,0.7673,0.2629,0.1483,0.38662802019512243
2414,0.5246,0.1184,0.6424,0.515349861744427
2415,0.5988,0.1317,0.5849,0.49796562130331845
2416,0.5972,0.1321,0.5883,0.49961298622033434
2417,0.5961,0.1253,0.5455,0.47387993627078157
2418,0.5031,0.0974,0.6213,0.4964622795339037
2419,0.5161,0.1131,0.5651,0.4655945983363639
2420,0.5148,0.1068,0.6028,0.48796475282544743
2421,0.5337,0.1228,0.5346,0.45209475776655494
2422,0.5913,0.1424,0.4311,0.4110159011522547
2423,0.6585,0.1809,0.3168,0.3830444008205837
2424,0.7027,0.192,0.2183,0.36557366289162574
2425,0.4833,0.1216,0.6865,0.5355304575838801
2426,0.6257,0.1964,0.2698,0.3553420971402066
2427,0.6721,0.1445,0.4169,0.4283813277910231
2428,0.6313,0.1495,0.4195,0.41761601741312554
2429,0.5086,0.104,0.6052,0.48796835143275424
2430,0.6492,0.1378,0.4297,0.4269775462480434
2431,0.5339,0.1216,0.5957,0.4887484577980784
2432,0.5765,0.2442,0.305,0.3617637931026266
2433,0.5416,0.108,0.6244,0.5070532437525669
2434,0.5827,0.1505,0.4602,0.42496464911801785
2435,0.4362,0.0755,0.7007,0.5340921343738363
2436,0.6414,0.1319,0.5633,0.49613659409481176
2437,0.6241,0.1279,0.5748,0.4980012098378878
2438,0.6042,0.1339,0.4869,0.4437635586660987
2439,0.6124,0.1232,0.5788,0.49705627850375256
2440,0.6165,0.1226,0.5837,0.5008757560513386
2441,0.6435,0.1622,0.4302,0.42807373430286516
2442,0.6543,0.1681,0.3318,0.38619244037137757
2443,0.649,0.1727,0.4372,0.4344648512825865
2444,0.659,0.2014,0.2076,0.3472371927083849
2445,0.6097,0.1297,0.5927,0.5050149403730547
2446,0.3801,0.0839,0.8579,0.6316669771327293
2447,0.6436,0.1589,0.4077,0.41656764156616866
2448,0.3747,0.0755,0.8387,0.6176560029660523
2449,0.5722,0.1335,0.5006,0.44286501668115535
2450,0.6415,0.1562,0.3719,0.39847055976571216
2451,0.5899,0.1391,0.6038,0.5076300473770243
2452,0.6865,0.1545,0.3762,0.4149466772972161
2453,0.6113,0.1654,0.3744,0.3911935147724205
2454,0.3904,0.0821,0.7386,0.5525120224936286
2455,0.5886,0.1444,0.5139,0.4556226563725733
2456,0.5848,0.145,0.5621,0.4823732092477774
2457,0.6383,0.1452,0.4156,0.41733915464523574
2458,0.6907,0.167,0.3845,0.42154492405910904
2459,0.6564,0.1477,0.4527,0.44179794476660933
2460,0.588,0.1301,0.5863,0.49608512172811636
2461,0.5691,0.2198,0.5459,0.4777781692375658
2462,0.5473,0.1254,0.5342,0.4553128880231703
2463,0.4798,0.1119,0.6256,0.49546520664926613
2464,0.671,0.1618,0.357,0.4020279492771616
2465,0.6223,0.1849,0.357,0.38914311120717526
2466,0.6514,0.1901,0.3962,0.41736436719010883
2467,0.4577,0.0924,0.6588,0.5113393256928319
2468,0.5126,0.1256,0.5161,0.436421774204725
2469,0.6685,0.1509,0.4083,0.42375008908553635
2470,0.3828,0.1364,0.8232,0.6113246077167187
2471,0.5969,0.1363,0.4515,0.4227970600654645
2472,0.6439,0.1353,0.5401,0.4840116465540886
2473,0.5967,0.1221,0.5623,0.48350113340094664
2474,0.5999,0.1321,0.5772,0.4937520075908553
2475,0.6738,0.2221,0.1642,0.34508061521911076
2476,0.597,0.1548,0.5373,0.47203427523856784
2477,0.3041,0.0567,0.7921,0.5772096967307462
2478,0.6371,0.1511,0.5321,0.479159524584454
2479,0.6099,0.1515,0.5667,0.49178828981585154
2480,0.5968,0.1777,0.3685,0.3854910634502439
2481,0.623,0.1767,0.3428,0.38177033279185013
2482,0.4173,0.0864,0.705,0.5343967121904849
2483,0.6182,0.1259,0.5534,0.4840612264992932
2484,0.6702,0.1776,0.2784,0.37155001816713723
2485,0.4493,0.1389,0.6832,0.5287184326274241
2486,0.6162,0.1283,0.5837,0.5012300868862523
2487,0.4923,0.1083,0.5765,0.4670831296461049
2488,0.5965,0.1411,0.4298,0.411702845508748
2489,0.4529,0.0882,0.6703,0.5176953727821024
2490,0.6941,0.2171,0.1413,0.34709873235147376
2491,0.6828,0.2262,0.1434,0.3447823661384091
2492,0.6154,0.1852,0.2881,0.35711895637168295
2493,0.5459,0.1794,0.6039,0.5016017095265924
2494,0.3475,0.1589,0.8081,0.5985305489279558
2495,0.5101,0.099,0.6075,0.4893963904648256
2496,0.3884,0.1001,0.707,0.5320727534839573
2497,0.6248,0.1464,0.4297,0.42050676688966615
2498,0.514,0.1206,0.6138,0.4955579966058463
2499,0.5297,0.1065,0.5639,0.46745127874464093
2500,0.5494,0.2059,0.3821,0.3822129249515249
2501,0.5555,0.4157,0.6071,0.5457501278057569
2502,0.6459,0.1353,0.5334,0.4808190605622868
2503,0.6674,0.2223,0.3164,0.392382745543175
2504,0.5626,0.151,0.5839,0.49052385976627066
2505,0.6337,0.1528,0.5452,0.4857375937684873
2506,0.6045,0.1481,0.4441,0.42222806396543566
